x,y,depth_norm,depth_mm
444,72,0.8427,6741
448,72,0.8359,6686
452,72,0.8310,6648
456,72,0.8267,6613
460,72,0.8212,6569
464,72,0.8138,6510
468,72,0.8058,6446
472,72,0.7950,6359
476,72,0.7823,6258
480,72,0.7691,6153
484,72,0.7552,6041
488,72,0.7420,5935
492,72,0.7261,5808
496,72,0.7116,5692
500,72,0.6982,5585
504,72,0.6849,5479
508,72,0.6708,5366
512,72,0.6596,5276
516,72,0.6483,5186
520,72,0.6321,5057
524,72,0.6007,4805
528,72,0.5544,4435
532,72,0.4700,3760
536,72,0.3875,3100
540,72,0.3373,2698
544,72,0.3013,2410
548,72,0.2720,2176
552,72,0.2477,1981
556,72,0.2245,1796
560,72,0.2042,1633
564,72,0.1898,1518
568,72,0.1801,1440
572,72,0.1694,1355
576,72,0.1614,1291
580,72,0.1525,1219
584,72,0.1426,1141
588,72,0.1333,1066
592,72,0.1259,1007
596,72,0.1186,948
600,72,0.1120,895
604,72,0.1087,869
608,72,0.1072,857
612,72,0.1031,825
616,72,0.0995,796
620,72,0.0976,781
624,72,0.0957,765
628,72,0.0970,776
632,72,0.1096,876
636,72,0.1330,1063
0,76,0.4212,3369
4,76,0.4211,3368
8,76,0.4198,3358
12,76,0.4207,3365
16,76,0.4199,3358
20,76,0.4178,3342
24,76,0.4160,3328
28,76,0.4145,3316
32,76,0.4125,3299
36,76,0.4120,3296
40,76,0.4109,3287
44,76,0.4091,3272
48,76,0.4067,3253
52,76,0.4051,3241
56,76,0.4053,3242
60,76,0.4056,3244
64,76,0.4050,3239
68,76,0.4059,3247
72,76,0.4071,3256
76,76,0.4064,3251
80,76,0.4061,3249
84,76,0.4067,3253
88,76,0.4055,3244
92,76,0.4041,3232
96,76,0.4045,3235
100,76,0.4050,3239
104,76,0.4047,3237
108,76,0.4041,3233
112,76,0.4046,3236
116,76,0.4058,3246
120,76,0.4074,3259
124,76,0.4094,3274
128,76,0.4115,3291
132,76,0.4124,3299
136,76,0.4146,3316
140,76,0.4179,3343
144,76,0.4217,3373
148,76,0.4262,3409
152,76,0.4318,3454
156,76,0.4371,3496
160,76,0.4424,3539
164,76,0.4481,3584
168,76,0.4521,3616
172,76,0.4574,3658
176,76,0.4637,3709
180,76,0.4710,3768
184,76,0.4799,3839
188,76,0.4893,3914
192,76,0.4984,3986
196,76,0.5074,4058
200,76,0.5180,4144
204,76,0.5309,4246
208,76,0.5448,4358
212,76,0.5598,4478
216,76,0.5749,4598
220,76,0.5894,4715
224,76,0.6042,4833
228,76,0.6194,4955
232,76,0.6351,5080
236,76,0.6499,5199
240,76,0.6650,5320
244,76,0.6817,5453
248,76,0.7011,5608
252,76,0.7214,5770
256,76,0.7410,5927
260,76,0.7596,6076
264,76,0.7773,6218
268,76,0.7940,6352
272,76,0.8114,6491
276,76,0.8273,6618
280,76,0.8402,6721
284,76,0.8501,6801
288,76,0.8589,6870
292,76,0.8666,6932
296,76,0.8740,6992
300,76,0.8802,7041
304,76,0.8857,7085
308,76,0.8907,7125
312,76,0.8967,7173
316,76,0.9020,7216
320,76,0.9058,7246
324,76,0.9081,7264
328,76,0.9097,7277
332,76,0.9116,7292
336,76,0.9124,7299
340,76,0.9136,7308
344,76,0.9150,7320
348,76,0.9163,7330
352,76,0.9154,7322
356,76,0.9146,7316
360,76,0.9134,7307
364,76,0.9118,7294
368,76,0.9097,7277
372,76,0.9081,7264
376,76,0.9063,7250
380,76,0.9039,7231
384,76,0.9017,7213
388,76,0.9000,7200
392,76,0.8978,7182
396,76,0.8954,7163
400,76,0.8934,7147
404,76,0.8912,7129
408,76,0.8881,7104
412,76,0.8853,7082
416,76,0.8815,7052
420,76,0.8770,7016
424,76,0.8725,6980
428,76,0.8687,6949
432,76,0.8633,6906
436,76,0.8585,6868
440,76,0.8538,6830
444,76,0.8484,6787
448,76,0.8416,6733
452,76,0.8367,6693
456,76,0.8321,6656
460,76,0.8262,6609
464,76,0.8184,6547
468,76,0.8102,6481
472,76,0.7995,6396
476,76,0.7870,6295
480,76,0.7738,6190
484,76,0.7597,6077
488,76,0.7464,5970
492,76,0.7303,5842
496,76,0.7157,5725
500,76,0.7026,5620
504,76,0.6898,5518
508,76,0.6764,5411
512,76,0.6669,5335
516,76,0.6569,5255
520,76,0.6429,5143
524,76,0.6138,4910
528,76,0.5691,4553
532,76,0.4773,3818
536,76,0.3864,3091
540,76,0.3344,2675
544,76,0.2997,2397
548,76,0.2716,2173
552,76,0.2497,1997
556,76,0.2297,1837
560,76,0.2080,1663
564,76,0.1909,1527
568,76,0.1804,1443
572,76,0.1698,1358
576,76,0.1608,1286
580,76,0.1506,1204
584,76,0.1396,1116
588,76,0.1297,1037
592,76,0.1237,989
596,76,0.1180,944
600,76,0.1114,891
604,76,0.1073,858
608,76,0.1050,839
612,76,0.1014,811
616,76,0.0981,784
620,76,0.0955,763
624,76,0.0932,745
628,76,0.0936,748
632,76,0.1070,855
636,76,0.1311,1048
0,80,0.4175,3340
4,80,0.4172,3337
8,80,0.4163,3330
12,80,0.4169,3334
16,80,0.4152,3321
20,80,0.4131,3305
24,80,0.4108,3286
28,80,0.4090,3272
32,80,0.4075,3259
36,80,0.4070,3255
40,80,0.4057,3245
44,80,0.4039,3231
48,80,0.4020,3216
52,80,0.4005,3203
56,80,0.4004,3203
60,80,0.4006,3204
64,80,0.4002,3201
68,80,0.4012,3209
72,80,0.4021,3216
76,80,0.4016,3213
80,80,0.4016,3212
84,80,0.4022,3217
88,80,0.4009,3207
92,80,0.3991,3193
96,80,0.3992,3193
100,80,0.3996,3196
104,80,0.3994,3195
108,80,0.3990,3191
112,80,0.3997,3197
116,80,0.4008,3206
120,80,0.4020,3216
124,80,0.4038,3230
128,80,0.4064,3250
132,80,0.4077,3261
136,80,0.4098,3278
140,80,0.4130,3304
144,80,0.4168,3334
148,80,0.4213,3370
152,80,0.4266,3413
156,80,0.4317,3453
160,80,0.4369,3495
164,80,0.4425,3539
168,80,0.4464,3571
172,80,0.4515,3612
176,80,0.4575,3660
180,80,0.4645,3715
184,80,0.4725,3779
188,80,0.4820,3856
192,80,0.4918,3934
196,80,0.5012,4009
200,80,0.5120,4096
204,80,0.5256,4204
208,80,0.5409,4327
212,80,0.5572,4457
216,80,0.5732,4585
220,80,0.5885,4707
224,80,0.6039,4831
228,80,0.6200,4959
232,80,0.6362,5089
236,80,0.6518,5214
240,80,0.6679,5342
244,80,0.6857,5485
248,80,0.7055,5643
252,80,0.7258,5806
256,80,0.7459,5967
260,80,0.7653,6122
264,80,0.7848,6278
268,80,0.8022,6417
272,80,0.8189,6551
276,80,0.8329,6663
280,80,0.8455,6763
284,80,0.8551,6840
288,80,0.8638,6910
292,80,0.8718,6974
296,80,0.8795,7036
300,80,0.8853,7082
304,80,0.8900,7120
308,80,0.8953,7162
312,80,0.9017,7213
316,80,0.9069,7255
320,80,0.9104,7283
324,80,0.9128,7302
328,80,0.9148,7318
332,80,0.9169,7334
336,80,0.9176,7340
340,80,0.9186,7349
344,80,0.9201,7360
348,80,0.9215,7371
352,80,0.9203,7362
356,80,0.9195,7356
360,80,0.9186,7348
364,80,0.9172,7337
368,80,0.9154,7323
372,80,0.9141,7312
376,80,0.9125,7300
380,80,0.9103,7282
384,80,0.9082,7265
388,80,0.9064,7251
392,80,0.9038,7230
396,80,0.9012,7209
400,80,0.8993,7194
404,80,0.8972,7177
408,80,0.8944,7154
412,80,0.8917,7133
416,80,0.8878,7102
420,80,0.8835,7067
424,80,0.8790,7032
428,80,0.8753,7002
432,80,0.8696,6957
436,80,0.8648,6918
440,80,0.8598,6878
444,80,0.8543,6834
448,80,0.8477,6781
452,80,0.8431,6744
456,80,0.8385,6707
460,80,0.8321,6656
464,80,0.8240,6592
468,80,0.8156,6525
472,80,0.8053,6442
476,80,0.7932,6345
480,80,0.7802,6241
484,80,0.7660,6127
488,80,0.7525,6019
492,80,0.7360,5888
496,80,0.7214,5770
500,80,0.7084,5667
504,80,0.6960,5567
508,80,0.6831,5464
512,80,0.6754,5403
516,80,0.6669,5335
520,80,0.6552,5241
524,80,0.6283,5026
528,80,0.5841,4672
532,80,0.4858,3886
536,80,0.3848,3078
540,80,0.3295,2635
544,80,0.2948,2358
548,80,0.2682,2145
552,80,0.2479,1982
556,80,0.2316,1853
560,80,0.2112,1689
564,80,0.1912,1529
568,80,0.1776,1420
572,80,0.1667,1333
576,80,0.1574,1259
580,80,0.1469,1175
584,80,0.1360,1087
588,80,0.1263,1010
592,80,0.1208,966
596,80,0.1162,929
600,80,0.1102,881
604,80,0.1051,841
608,80,0.1011,808
612,80,0.0973,778
616,80,0.0942,753
620,80,0.0920,735
624,80,0.0897,717
628,80,0.0893,714
632,80,0.1031,824
636,80,0.1272,1017
0,84,0.4150,3319
4,84,0.4139,3311
8,84,0.4130,3303
12,84,0.4135,3308
16,84,0.4115,3291
20,84,0.4091,3273
24,84,0.4063,3250
28,84,0.4042,3233
32,84,0.4029,3223
36,84,0.4022,3217
40,84,0.4009,3207
44,84,0.3992,3193
48,84,0.3975,3179
52,84,0.3958,3166
56,84,0.3958,3166
60,84,0.3956,3164
64,84,0.3952,3161
68,84,0.3960,3167
72,84,0.3966,3172
76,84,0.3961,3168
80,84,0.3960,3167
84,84,0.3966,3172
88,84,0.3954,3163
92,84,0.3938,3150
96,84,0.3935,3148
100,84,0.3938,3150
104,84,0.3938,3150
108,84,0.3935,3148
112,84,0.3944,3155
116,84,0.3955,3163
120,84,0.3965,3172
124,84,0.3984,3187
128,84,0.4017,3213
132,84,0.4036,3228
136,84,0.4058,3246
140,84,0.4090,3271
144,84,0.4126,3300
148,84,0.4169,3335
152,84,0.4220,3375
156,84,0.4270,3415
160,84,0.4319,3455
164,84,0.4376,3500
168,84,0.4414,3531
172,84,0.4464,3570
176,84,0.4523,3618
180,84,0.4590,3671
184,84,0.4662,3729
188,84,0.4757,3805
192,84,0.4860,3887
196,84,0.4958,3966
200,84,0.5071,4056
204,84,0.5215,4172
208,84,0.5388,4310
212,84,0.5566,4452
216,84,0.5731,4585
220,84,0.5888,4710
224,84,0.6050,4839
228,84,0.6222,4977
232,84,0.6394,5114
236,84,0.6560,5247
240,84,0.6732,5385
244,84,0.6915,5531
248,84,0.7112,5689
252,84,0.7314,5851
256,84,0.7519,6015
260,84,0.7717,6173
264,84,0.7919,6334
268,84,0.8105,6484
272,84,0.8269,6615
276,84,0.8399,6719
280,84,0.8522,6817
284,84,0.8612,6889
288,84,0.8699,6959
292,84,0.8783,7026
296,84,0.8862,7089
300,84,0.8912,7129
304,84,0.8954,7162
308,84,0.9010,7207
312,84,0.9076,7261
316,84,0.9128,7302
320,84,0.9161,7328
324,84,0.9186,7348
328,84,0.9209,7366
332,84,0.9231,7385
336,84,0.9239,7391
340,84,0.9247,7397
344,84,0.9261,7409
348,84,0.9276,7420
352,84,0.9263,7410
356,84,0.9256,7404
360,84,0.9248,7398
364,84,0.9235,7387
368,84,0.9215,7372
372,84,0.9204,7363
376,84,0.9189,7351
380,84,0.9169,7335
384,84,0.9148,7318
388,84,0.9127,7301
392,84,0.9101,7280
396,84,0.9078,7262
400,84,0.9060,7248
404,84,0.9041,7233
408,84,0.9013,7210
412,84,0.8985,7188
416,84,0.8947,7157
420,84,0.8907,7125
424,84,0.8865,7091
428,84,0.8830,7064
432,84,0.8770,7015
436,84,0.8719,6975
440,84,0.8668,6934
444,84,0.8612,6889
448,84,0.8549,6838
452,84,0.8506,6805
456,84,0.8457,6765
460,84,0.8386,6709
464,84,0.8300,6640
468,84,0.8214,6571
472,84,0.8114,6491
476,84,0.7999,6398
480,84,0.7875,6299
484,84,0.7735,6188
488,84,0.7600,6079
492,84,0.7434,5947
496,84,0.7288,5830
500,84,0.7158,5726
504,84,0.7033,5626
508,84,0.6910,5527
512,84,0.6844,5475
516,84,0.6764,5411
520,84,0.6666,5332
524,84,0.6416,5132
528,84,0.5977,4781
532,84,0.4915,3932
536,84,0.3818,3054
540,84,0.3206,2564
544,84,0.2876,2300
548,84,0.2627,2101
552,84,0.2443,1954
556,84,0.2304,1843
560,84,0.2092,1673
564,84,0.1904,1522
568,84,0.1764,1411
572,84,0.1663,1330
576,84,0.1574,1258
580,84,0.1468,1174
584,84,0.1353,1082
588,84,0.1259,1006
592,84,0.1208,966
596,84,0.1158,926
600,84,0.1105,884
604,84,0.1053,842
608,84,0.1009,807
612,84,0.0972,777
616,84,0.0943,754
620,84,0.0921,736
624,84,0.0894,715
628,84,0.0890,712
632,84,0.1020,816
636,84,0.1248,998
0,88,0.4109,3287
4,88,0.4104,3283
8,88,0.4093,3274
12,88,0.4102,3281
16,88,0.4084,3267
20,88,0.4054,3243
24,88,0.4017,3213
28,88,0.3989,3191
32,88,0.3974,3179
36,88,0.3967,3173
40,88,0.3956,3164
44,88,0.3938,3150
48,88,0.3919,3134
52,88,0.3897,3117
56,88,0.3897,3117
60,88,0.3897,3117
64,88,0.3894,3115
68,88,0.3903,3122
72,88,0.3912,3129
76,88,0.3909,3127
80,88,0.3905,3123
84,88,0.3908,3126
88,88,0.3900,3119
92,88,0.3892,3113
96,88,0.3887,3109
100,88,0.3887,3109
104,88,0.3887,3109
108,88,0.3881,3104
112,88,0.3888,3110
116,88,0.3901,3121
120,88,0.3914,3131
124,88,0.3932,3145
128,88,0.3966,3172
132,88,0.3984,3186
136,88,0.4007,3205
140,88,0.4041,3233
144,88,0.4076,3260
148,88,0.4114,3291
152,88,0.4160,3328
156,88,0.4213,3370
160,88,0.4264,3411
164,88,0.4325,3459
168,88,0.4361,3489
172,88,0.4414,3530
176,88,0.4476,3580
180,88,0.4542,3633
184,88,0.4606,3685
188,88,0.4700,3760
192,88,0.4803,3842
196,88,0.4908,3926
200,88,0.5030,4024
204,88,0.5187,4149
208,88,0.5379,4302
212,88,0.5570,4456
216,88,0.5743,4594
220,88,0.5901,4720
224,88,0.6069,4855
228,88,0.6249,4998
232,88,0.6433,5146
236,88,0.6614,5290
240,88,0.6794,5435
244,88,0.6979,5583
248,88,0.7172,5737
252,88,0.7375,5900
256,88,0.7582,6065
260,88,0.7787,6229
264,88,0.7995,6395
268,88,0.8191,6552
272,88,0.8346,6676
276,88,0.8470,6775
280,88,0.8587,6869
284,88,0.8672,6937
288,88,0.8758,7006
292,88,0.8843,7074
296,88,0.8922,7137
300,88,0.8975,7180
304,88,0.9019,7215
308,88,0.9077,7261
312,88,0.9140,7312
316,88,0.9190,7351
320,88,0.9221,7376
324,88,0.9244,7395
328,88,0.9265,7411
332,88,0.9285,7427
336,88,0.9291,7432
340,88,0.9297,7437
344,88,0.9308,7446
348,88,0.9320,7456
352,88,0.9308,7446
356,88,0.9303,7442
360,88,0.9295,7435
364,88,0.9278,7422
368,88,0.9257,7405
372,88,0.9247,7397
376,88,0.9232,7385
380,88,0.9212,7369
384,88,0.9192,7353
388,88,0.9170,7336
392,88,0.9147,7317
396,88,0.9128,7302
400,88,0.9112,7289
404,88,0.9092,7273
408,88,0.9063,7250
412,88,0.9037,7229
416,88,0.9001,7200
420,88,0.8962,7169
424,88,0.8922,7137
428,88,0.8889,7111
432,88,0.8828,7062
436,88,0.8775,7020
440,88,0.8724,6979
444,88,0.8670,6936
448,88,0.8610,6888
452,88,0.8572,6857
456,88,0.8521,6817
460,88,0.8448,6758
464,88,0.8360,6687
468,88,0.8271,6617
472,88,0.8169,6535
476,88,0.8056,6445
480,88,0.7937,6349
484,88,0.7798,6238
488,88,0.7662,6129
492,88,0.7495,5996
496,88,0.7351,5880
500,88,0.7223,5778
504,88,0.7104,5683
508,88,0.6986,5588
512,88,0.6924,5539
516,88,0.6841,5472
520,88,0.6758,5406
524,88,0.6526,5220
528,88,0.6097,4877
532,88,0.4989,3991
536,88,0.3806,3044
540,88,0.3142,2513
544,88,0.2805,2244
548,88,0.2573,2058
552,88,0.2395,1915
556,88,0.2257,1805
560,88,0.2052,1641
564,88,0.1867,1493
568,88,0.1728,1382
572,88,0.1634,1306
576,88,0.1548,1238
580,88,0.1450,1160
584,88,0.1340,1072
588,88,0.1251,1001
592,88,0.1199,959
596,88,0.1148,918
600,88,0.1096,877
604,88,0.1042,833
608,88,0.1002,801
612,88,0.0972,777
616,88,0.0945,756
620,88,0.0921,736
624,88,0.0889,711
628,88,0.0884,707
632,88,0.1007,805
636,88,0.1225,979
0,92,0.4047,3237
4,92,0.4047,3237
8,92,0.4032,3225
12,92,0.4045,3235
16,92,0.4034,3227
20,92,0.4013,3210
24,92,0.3982,3185
28,92,0.3947,3157
32,92,0.3928,3142
36,92,0.3925,3139
40,92,0.3917,3133
44,92,0.3900,3119
48,92,0.3881,3104
52,92,0.3857,3085
56,92,0.3856,3084
60,92,0.3855,3084
64,92,0.3851,3080
68,92,0.3861,3088
72,92,0.3868,3094
76,92,0.3860,3087
80,92,0.3847,3077
84,92,0.3843,3074
88,92,0.3835,3068
92,92,0.3824,3059
96,92,0.3820,3055
100,92,0.3822,3057
104,92,0.3826,3060
108,92,0.3819,3055
112,92,0.3829,3063
116,92,0.3848,3078
120,92,0.3865,3092
124,92,0.3883,3106
128,92,0.3917,3133
132,92,0.3935,3148
136,92,0.3961,3169
140,92,0.3999,3198
144,92,0.4039,3231
148,92,0.4074,3258
152,92,0.4122,3297
156,92,0.4175,3340
160,92,0.4226,3380
164,92,0.4282,3425
168,92,0.4317,3453
172,92,0.4368,3494
176,92,0.4430,3544
180,92,0.4493,3594
184,92,0.4553,3642
188,92,0.4644,3715
192,92,0.4747,3797
196,92,0.4858,3886
200,92,0.4986,3988
204,92,0.5151,4121
208,92,0.5362,4289
212,92,0.5570,4456
216,92,0.5756,4604
220,92,0.5923,4738
224,92,0.6095,4876
228,92,0.6279,5022
232,92,0.6473,5178
236,92,0.6665,5332
240,92,0.6853,5482
244,92,0.7040,5631
248,92,0.7232,5785
252,92,0.7440,5952
256,92,0.7655,6123
260,92,0.7866,6292
264,92,0.8077,6461
268,92,0.8270,6616
272,92,0.8407,6725
276,92,0.8532,6825
280,92,0.8643,6914
284,92,0.8728,6982
288,92,0.8813,7050
292,92,0.8894,7115
296,92,0.8971,7176
300,92,0.9031,7224
304,92,0.9078,7262
308,92,0.9135,7308
312,92,0.9195,7355
316,92,0.9242,7393
320,92,0.9272,7417
324,92,0.9294,7435
328,92,0.9309,7447
332,92,0.9325,7460
336,92,0.9332,7465
340,92,0.9343,7474
344,92,0.9353,7482
348,92,0.9362,7489
352,92,0.9350,7479
356,92,0.9345,7476
360,92,0.9337,7469
364,92,0.9318,7454
368,92,0.9295,7435
372,92,0.9284,7427
376,92,0.9269,7415
380,92,0.9249,7398
384,92,0.9228,7382
388,92,0.9209,7367
392,92,0.9186,7348
396,92,0.9168,7334
400,92,0.9152,7321
404,92,0.9132,7305
408,92,0.9109,7286
412,92,0.9090,7271
416,92,0.9059,7246
420,92,0.9023,7218
424,92,0.8984,7187
428,92,0.8950,7159
432,92,0.8891,7112
436,92,0.8839,7071
440,92,0.8787,7029
444,92,0.8732,6985
448,92,0.8674,6939
452,92,0.8635,6907
456,92,0.8581,6864
460,92,0.8508,6806
464,92,0.8421,6736
468,92,0.8329,6663
472,92,0.8222,6577
476,92,0.8107,6485
480,92,0.7990,6391
484,92,0.7852,6281
488,92,0.7717,6173
492,92,0.7551,6040
496,92,0.7408,5926
500,92,0.7286,5828
504,92,0.7175,5740
508,92,0.7067,5653
512,92,0.7007,5605
516,92,0.6922,5537
520,92,0.6841,5472
524,92,0.6636,5309
528,92,0.6236,4988
532,92,0.5131,4105
536,92,0.3858,3086
540,92,0.3109,2487
544,92,0.2720,2175
548,92,0.2468,1974
552,92,0.2267,1813
556,92,0.2106,1685
560,92,0.1937,1549
564,92,0.1772,1417
568,92,0.1641,1312
572,92,0.1555,1243
576,92,0.1483,1186
580,92,0.1400,1119
584,92,0.1306,1044
588,92,0.1225,980
592,92,0.1171,936
596,92,0.1121,897
600,92,0.1069,854
604,92,0.1013,810
608,92,0.0976,780
612,92,0.0951,760
616,92,0.0938,750
620,92,0.0919,735
624,92,0.0889,711
628,92,0.0886,708
632,92,0.1014,810
636,92,0.1232,985
0,96,0.3982,3185
4,96,0.3981,3184
8,96,0.3970,3175
12,96,0.3985,3188
16,96,0.3983,3186
20,96,0.3972,3177
24,96,0.3950,3160
28,96,0.3912,3129
32,96,0.3888,3110
36,96,0.3885,3107
40,96,0.3875,3100
44,96,0.3853,3082
48,96,0.3831,3064
52,96,0.3808,3046
56,96,0.3810,3048
60,96,0.3810,3047
64,96,0.3807,3045
68,96,0.3817,3053
72,96,0.3828,3062
76,96,0.3816,3053
80,96,0.3797,3037
84,96,0.3787,3029
88,96,0.3776,3020
92,96,0.3758,3006
96,96,0.3753,3002
100,96,0.3756,3004
104,96,0.3761,3009
108,96,0.3756,3004
112,96,0.3770,3016
116,96,0.3789,3031
120,96,0.3803,3042
124,96,0.3819,3054
128,96,0.3857,3085
132,96,0.3880,3104
136,96,0.3917,3133
140,96,0.3958,3166
144,96,0.4006,3205
148,96,0.4049,3239
152,96,0.4108,3286
156,96,0.4158,3326
160,96,0.4202,3361
164,96,0.4249,3399
168,96,0.4285,3427
172,96,0.4335,3467
176,96,0.4394,3515
180,96,0.4449,3559
184,96,0.4510,3608
188,96,0.4604,3682
192,96,0.4709,3767
196,96,0.4819,3854
200,96,0.4945,3956
204,96,0.5078,4062
208,96,0.5281,4224
212,96,0.5567,4453
216,96,0.5772,4617
220,96,0.5952,4761
224,96,0.6128,4902
228,96,0.6313,5050
232,96,0.6514,5210
236,96,0.6713,5370
240,96,0.6904,5523
244,96,0.7091,5672
248,96,0.7283,5826
252,96,0.7498,5998
256,96,0.7719,6175
260,96,0.7937,6349
264,96,0.8139,6511
268,96,0.8319,6655
272,96,0.8453,6762
276,96,0.8583,6866
280,96,0.8698,6958
284,96,0.8792,7033
288,96,0.8877,7101
292,96,0.8954,7163
296,96,0.9027,7221
300,96,0.9087,7269
304,96,0.9139,7311
308,96,0.9200,7360
312,96,0.9258,7406
316,96,0.9302,7441
320,96,0.9330,7464
324,96,0.9351,7480
328,96,0.9365,7491
332,96,0.9381,7504
336,96,0.9391,7512
340,96,0.9401,7520
344,96,0.9409,7527
348,96,0.9414,7531
352,96,0.9401,7520
356,96,0.9394,7515
360,96,0.9386,7508
364,96,0.9368,7494
368,96,0.9346,7476
372,96,0.9335,7467
376,96,0.9318,7454
380,96,0.9295,7436
384,96,0.9275,7419
388,96,0.9257,7405
392,96,0.9232,7385
396,96,0.9212,7369
400,96,0.9195,7355
404,96,0.9178,7342
408,96,0.9157,7325
412,96,0.9139,7311
416,96,0.9108,7286
420,96,0.9072,7257
424,96,0.9033,7226
428,96,0.8992,7193
432,96,0.8933,7146
436,96,0.8884,7107
440,96,0.8834,7067
444,96,0.8779,7023
448,96,0.8719,6975
452,96,0.8677,6941
456,96,0.8623,6898
460,96,0.8552,6841
464,96,0.8469,6775
468,96,0.8376,6700
472,96,0.8265,6612
476,96,0.8147,6517
480,96,0.8032,6425
484,96,0.7897,6317
488,96,0.7761,6208
492,96,0.7592,6073
496,96,0.7447,5957
500,96,0.7324,5859
504,96,0.7217,5773
508,96,0.7118,5694
512,96,0.7060,5648
516,96,0.6980,5584
520,96,0.6902,5521
524,96,0.6749,5399
528,96,0.6412,5129
532,96,0.5410,4328
536,96,0.4018,3214
540,96,0.3129,2503
544,96,0.2656,2124
548,96,0.2368,1894
552,96,0.2152,1721
556,96,0.1960,1567
560,96,0.1807,1445
564,96,0.1685,1348
568,96,0.1565,1252
572,96,0.1490,1192
576,96,0.1424,1139
580,96,0.1352,1081
584,96,0.1274,1018
588,96,0.1200,960
592,96,0.1140,912
596,96,0.1080,864
600,96,0.1028,822
604,96,0.0982,785
608,96,0.0951,760
612,96,0.0924,738
616,96,0.0913,730
620,96,0.0906,724
624,96,0.0885,707
628,96,0.0885,708
632,96,0.1015,812
636,96,0.1237,989
0,100,0.3921,3137
4,100,0.3920,3136
8,100,0.3917,3133
12,100,0.3939,3150
16,100,0.3939,3151
20,100,0.3925,3140
24,100,0.3904,3123
28,100,0.3865,3091
32,100,0.3838,3070
36,100,0.3837,3069
40,100,0.3830,3063
44,100,0.3806,3044
48,100,0.3782,3025
52,100,0.3757,3005
56,100,0.3758,3006
60,100,0.3758,3006
64,100,0.3754,3003
68,100,0.3759,3007
72,100,0.3773,3018
76,100,0.3763,3010
80,100,0.3746,2996
84,100,0.3740,2991
88,100,0.3731,2984
92,100,0.3714,2971
96,100,0.3713,2970
100,100,0.3712,2969
104,100,0.3713,2970
108,100,0.3708,2966
112,100,0.3722,2977
116,100,0.3737,2989
120,100,0.3748,2998
124,100,0.3763,3010
128,100,0.3799,3039
132,100,0.3820,3056
136,100,0.3863,3090
140,100,0.3908,3126
144,100,0.3955,3164
148,100,0.3997,3197
152,100,0.4054,3243
156,100,0.4099,3279
160,100,0.4138,3310
164,100,0.4182,3345
168,100,0.4223,3378
172,100,0.4275,3420
176,100,0.4329,3463
180,100,0.4391,3513
184,100,0.4467,3573
188,100,0.4568,3654
192,100,0.4676,3741
196,100,0.4780,3823
200,100,0.4896,3916
204,100,0.5027,4021
208,100,0.5224,4179
212,100,0.5557,4445
216,100,0.5789,4631
220,100,0.5976,4781
224,100,0.6154,4923
228,100,0.6348,5078
232,100,0.6560,5247
236,100,0.6769,5415
240,100,0.6967,5573
244,100,0.7160,5727
248,100,0.7353,5882
252,100,0.7566,6052
256,100,0.7796,6236
260,100,0.8011,6409
264,100,0.8198,6558
268,100,0.8351,6680
272,100,0.8484,6787
276,100,0.8622,6897
280,100,0.8748,6998
284,100,0.8849,7078
288,100,0.8930,7144
292,100,0.9001,7201
296,100,0.9069,7255
300,100,0.9130,7303
304,100,0.9188,7350
308,100,0.9250,7400
312,100,0.9304,7443
316,100,0.9344,7474
320,100,0.9369,7495
324,100,0.9387,7509
328,100,0.9398,7518
332,100,0.9411,7528
336,100,0.9421,7536
340,100,0.9429,7543
344,100,0.9439,7550
348,100,0.9447,7557
352,100,0.9437,7549
356,100,0.9430,7543
360,100,0.9422,7537
364,100,0.9405,7523
368,100,0.9384,7506
372,100,0.9374,7499
376,100,0.9358,7486
380,100,0.9338,7470
384,100,0.9320,7455
388,100,0.9304,7443
392,100,0.9280,7424
396,100,0.9257,7405
400,100,0.9237,7389
404,100,0.9218,7374
408,100,0.9194,7354
412,100,0.9173,7338
416,100,0.9140,7311
420,100,0.9106,7284
424,100,0.9069,7255
428,100,0.9031,7224
432,100,0.8972,7177
436,100,0.8922,7137
440,100,0.8873,7098
444,100,0.8818,7054
448,100,0.8759,7007
452,100,0.8715,6971
456,100,0.8664,6931
460,100,0.8600,6879
464,100,0.8525,6819
468,100,0.8434,6747
472,100,0.8322,6657
476,100,0.8200,6559
480,100,0.8079,6463
484,100,0.7943,6354
488,100,0.7806,6244
492,100,0.7634,6106
496,100,0.7483,5986
500,100,0.7357,5885
504,100,0.7246,5797
508,100,0.7145,5716
512,100,0.7083,5666
516,100,0.7006,5604
520,100,0.6932,5545
524,100,0.6824,5459
528,100,0.6573,5258
532,100,0.5765,4611
536,100,0.4336,3468
540,100,0.3269,2615
544,100,0.2673,2138
548,100,0.2284,1827
552,100,0.2016,1612
556,100,0.1827,1461
560,100,0.1641,1312
564,100,0.1547,1237
568,100,0.1448,1158
572,100,0.1383,1106
576,100,0.1337,1069
580,100,0.1275,1019
584,100,0.1207,965
588,100,0.1132,905
592,100,0.1088,870
596,100,0.1040,831
600,100,0.0992,793
604,100,0.0951,761
608,100,0.0922,737
612,100,0.0885,707
616,100,0.0855,684
620,100,0.0847,677
624,100,0.0839,671
628,100,0.0850,679
632,100,0.0972,777
636,100,0.1183,946
0,104,0.3865,3091
4,104,0.3858,3086
8,104,0.3852,3081
12,104,0.3871,3096
