x,y,depth_norm,depth_mm
208,28,0.5632,4505
212,28,0.5719,4575
216,28,0.5816,4652
220,28,0.5923,4738
224,28,0.6035,4828
228,28,0.6147,4917
232,28,0.6256,5004
236,28,0.6369,5095
240,28,0.6494,5194
244,28,0.6633,5306
248,28,0.6775,5419
252,28,0.6925,5539
256,28,0.7056,5645
260,28,0.7178,5742
264,28,0.7299,5839
268,28,0.7423,5938
272,28,0.7543,6034
276,28,0.7664,6131
280,28,0.7787,6229
284,28,0.7909,6327
288,28,0.8021,6417
292,28,0.8124,6499
296,28,0.8213,6570
300,28,0.8283,6626
304,28,0.8338,6670
308,28,0.8384,6707
312,28,0.8433,6746
316,28,0.8480,6783
320,28,0.8519,6814
324,28,0.8548,6838
328,28,0.8572,6857
332,28,0.8593,6874
336,28,0.8618,6894
340,28,0.8635,6907
344,28,0.8647,6917
348,28,0.8659,6927
352,28,0.8673,6938
356,28,0.8675,6940
360,28,0.8675,6939
364,28,0.8678,6942
368,28,0.8688,6950
372,28,0.8677,6941
376,28,0.8665,6932
380,28,0.8652,6921
384,28,0.8638,6910
388,28,0.8621,6896
392,28,0.8604,6883
396,28,0.8587,6869
400,28,0.8565,6851
404,28,0.8541,6832
408,28,0.8519,6814
412,28,0.8490,6791
416,28,0.8455,6763
420,28,0.8421,6737
424,28,0.8385,6707
428,28,0.8339,6671
432,28,0.8290,6632
436,28,0.8251,6600
440,28,0.8209,6567
444,28,0.8158,6526
448,28,0.8091,6472
452,28,0.8045,6435
456,28,0.7992,6393
460,28,0.7938,6350
464,28,0.7871,6296
468,28,0.7795,6235
472,28,0.7682,6145
476,28,0.7552,6041
480,28,0.7429,5943
484,28,0.7310,5847
488,28,0.7203,5762
492,28,0.7066,5652
496,28,0.6933,5546
500,28,0.6810,5447
504,28,0.6703,5362
508,28,0.6587,5269
512,28,0.6383,5106
516,28,0.6072,4857
520,28,0.5127,4101
524,28,0.3476,2780
528,28,0.2536,2028
532,28,0.2190,1751
536,28,0.1967,1573
540,28,0.1837,1469
544,28,0.1770,1416
548,28,0.1700,1360
552,28,0.1650,1320
556,28,0.1603,1282
560,28,0.1582,1265
564,28,0.1526,1220
568,28,0.1479,1182
572,28,0.1445,1155
576,28,0.1413,1130
580,28,0.1373,1098
584,28,0.1341,1073
588,28,0.1304,1043
592,28,0.1280,1024
596,28,0.1246,996
600,28,0.1211,968
604,28,0.1189,951
608,28,0.1177,941
612,28,0.1140,911
616,28,0.1111,888
620,28,0.1085,867
624,28,0.1060,848
628,28,0.1054,843
632,28,0.1177,941
636,28,0.1403,1122
0,32,0.4498,3598
4,32,0.4511,3608
8,32,0.4514,3611
12,32,0.4540,3632
16,32,0.4542,3633
20,32,0.4531,3624
24,32,0.4520,3615
28,32,0.4514,3610
32,32,0.4490,3591
36,32,0.4480,3584
40,32,0.4474,3579
44,32,0.4464,3571
48,32,0.4449,3559
52,32,0.4447,3557
56,32,0.4467,3573
60,32,0.4482,3585
64,32,0.4482,3585
68,32,0.4483,3586
72,32,0.4485,3587
76,32,0.4473,3578
80,32,0.4467,3573
84,32,0.4474,3579
88,32,0.4493,3594
92,32,0.4491,3592
96,32,0.4484,3587
100,32,0.4477,3581
104,32,0.4477,3581
108,32,0.4482,3585
112,32,0.4498,3598
116,32,0.4511,3608
120,32,0.4521,3617
124,32,0.4533,3626
128,32,0.4550,3640
132,32,0.4558,3646
136,32,0.4583,3666
140,32,0.4610,3687
144,32,0.4635,3707
148,32,0.4662,3729
152,32,0.4709,3767
156,32,0.4758,3806
160,32,0.4810,3847
164,32,0.4869,3895
168,32,0.4926,3940
172,32,0.4988,3990
176,32,0.5050,4040
180,32,0.5110,4088
184,32,0.5176,4140
188,32,0.5254,4203
192,32,0.5330,4264
196,32,0.5404,4323
200,32,0.5480,4384
204,32,0.5562,4449
208,32,0.5646,4516
212,32,0.5733,4586
216,32,0.5828,4662
220,32,0.5934,4746
224,32,0.6046,4836
228,32,0.6162,4929
232,32,0.6277,5021
236,32,0.6394,5115
240,32,0.6523,5218
244,32,0.6667,5333
248,32,0.6812,5449
252,32,0.6960,5567
256,32,0.7093,5674
260,32,0.7217,5773
264,32,0.7340,5872
268,32,0.7469,5975
272,32,0.7597,6077
276,32,0.7725,6179
280,32,0.7854,6283
284,32,0.7979,6383
288,32,0.8090,6471
292,32,0.8190,6552
296,32,0.8277,6621
300,32,0.8345,6676
304,32,0.8400,6719
308,32,0.8444,6755
312,32,0.8486,6789
316,32,0.8528,6822
320,32,0.8565,6852
324,32,0.8594,6875
328,32,0.8618,6894
332,32,0.8640,6911
336,32,0.8666,6932
340,32,0.8684,6946
344,32,0.8695,6955
348,32,0.8702,6961
352,32,0.8713,6970
356,32,0.8712,6969
360,32,0.8710,6967
364,32,0.8709,6967
368,32,0.8719,6974
372,32,0.8707,6965
376,32,0.8693,6954
380,32,0.8682,6945
384,32,0.8672,6937
388,32,0.8656,6925
392,32,0.8640,6912
396,32,0.8623,6898
400,32,0.8601,6880
404,32,0.8575,6860
408,32,0.8549,6839
412,32,0.8517,6813
416,32,0.8480,6783
420,32,0.8446,6757
424,32,0.8411,6728
428,32,0.8366,6692
432,32,0.8314,6651
436,32,0.8271,6616
440,32,0.8224,6579
444,32,0.8167,6533
448,32,0.8098,6478
452,32,0.8054,6443
456,32,0.8005,6403
460,32,0.7952,6361
464,32,0.7888,6310
468,32,0.7815,6251
472,32,0.7709,6167
476,32,0.7585,6067
480,32,0.7460,5968
484,32,0.7333,5866
488,32,0.7219,5774
492,32,0.7077,5661
496,32,0.6939,5550
500,32,0.6817,5453
504,32,0.6720,5376
508,32,0.6598,5278
512,32,0.6390,5112
516,32,0.6086,4869
520,32,0.5249,4199
524,32,0.3885,3108
528,32,0.3221,2576
532,32,0.2890,2311
536,32,0.2571,2056
540,32,0.2066,1652
544,32,0.1833,1466
548,32,0.1750,1400
552,32,0.1697,1357
556,32,0.1667,1333
560,32,0.1631,1304
564,32,0.1580,1264
568,32,0.1521,1216
572,32,0.1486,1189
576,32,0.1452,1161
580,32,0.1412,1129
584,32,0.1371,1096
588,32,0.1328,1062
592,32,0.1282,1025
596,32,0.1229,983
600,32,0.1185,947
604,32,0.1163,930
608,32,0.1149,918
612,32,0.1112,889
616,32,0.1082,865
620,32,0.1060,847
624,32,0.1040,832
628,32,0.1038,830
632,32,0.1162,929
636,32,0.1396,1116
0,36,0.4478,3582
4,36,0.4488,3590
8,36,0.4491,3592
12,36,0.4518,3614
16,36,0.4519,3615
20,36,0.4502,3601
24,36,0.4491,3593
28,36,0.4487,3589
32,36,0.4467,3573
36,36,0.4464,3570
40,36,0.4462,3569
44,36,0.4457,3565
48,36,0.4446,3556
52,36,0.4443,3554
56,36,0.4460,3567
60,36,0.4471,3576
64,36,0.4469,3575
68,36,0.4471,3577
72,36,0.4475,3580
76,36,0.4462,3569
80,36,0.4459,3567
84,36,0.4466,3573
88,36,0.4481,3584
92,36,0.4476,3580
96,36,0.4469,3574
100,36,0.4464,3570
104,36,0.4463,3570
108,36,0.4468,3574
112,36,0.4480,3584
116,36,0.4491,3592
120,36,0.4504,3603
124,36,0.4516,3613
128,36,0.4537,3629
132,36,0.4549,3638
136,36,0.4574,3659
140,36,0.4598,3678
144,36,0.4619,3695
148,36,0.4645,3716
152,36,0.4688,3750
156,36,0.4735,3788
160,36,0.4789,3830
164,36,0.4850,3880
168,36,0.4906,3925
172,36,0.4972,3977
176,36,0.5036,4028
180,36,0.5097,4077
184,36,0.5166,4132
188,36,0.5245,4196
192,36,0.5328,4262
196,36,0.5406,4324
200,36,0.5487,4389
204,36,0.5574,4459
208,36,0.5659,4527
212,36,0.5745,4596
216,36,0.5837,4669
220,36,0.5943,4754
224,36,0.6056,4844
228,36,0.6175,4940
232,36,0.6297,5037
236,36,0.6419,5135
240,36,0.6554,5243
244,36,0.6705,5364
248,36,0.6859,5487
252,36,0.7010,5607
256,36,0.7140,5712
260,36,0.7263,5810
264,36,0.7385,5907
268,36,0.7511,6009
272,36,0.7637,6109
276,36,0.7768,6214
280,36,0.7904,6322
284,36,0.8034,6426
288,36,0.8141,6512
292,36,0.8232,6585
296,36,0.8314,6651
300,36,0.8384,6707
304,36,0.8444,6755
308,36,0.8490,6792
312,36,0.8534,6827
316,36,0.8577,6861
320,36,0.8610,6888
324,36,0.8637,6909
328,36,0.8659,6926
332,36,0.8677,6941
336,36,0.8702,6961
340,36,0.8721,6976
344,36,0.8732,6985
348,36,0.8736,6988
352,36,0.8743,6994
356,36,0.8740,6991
360,36,0.8735,6987
364,36,0.8732,6985
368,36,0.8740,6992
372,36,0.8728,6982
376,36,0.8713,6970
380,36,0.8703,6962
384,36,0.8696,6956
388,36,0.8684,6947
392,36,0.8670,6935
396,36,0.8654,6923
400,36,0.8635,6907
404,36,0.8606,6884
408,36,0.8572,6857
412,36,0.8539,6831
416,36,0.8504,6803
420,36,0.8470,6776
424,36,0.8434,6746
428,36,0.8388,6710
432,36,0.8334,6667
436,36,0.8286,6629
440,36,0.8237,6589
444,36,0.8179,6542
448,36,0.8111,6488
452,36,0.8069,6455
456,36,0.8023,6418
460,36,0.7972,6377
464,36,0.7911,6329
468,36,0.7841,6272
472,36,0.7738,6190
476,36,0.7616,6092
480,36,0.7490,5992
484,36,0.7358,5886
488,36,0.7237,5789
492,36,0.7093,5674
496,36,0.6952,5561
500,36,0.6831,5464
504,36,0.6730,5384
508,36,0.6602,5281
512,36,0.6400,5120
516,36,0.6103,4882
520,36,0.5365,4292
524,36,0.4170,3336
528,36,0.3604,2883
532,36,0.3365,2691
536,36,0.3157,2525
540,36,0.2637,2109
544,36,0.1990,1592
548,36,0.1803,1442
552,36,0.1744,1395
556,36,0.1731,1385
560,36,0.1690,1351
564,36,0.1638,1310
568,36,0.1572,1257
572,36,0.1533,1226
576,36,0.1493,1194
580,36,0.1441,1152
584,36,0.1391,1112
588,36,0.1349,1079
592,36,0.1297,1037
596,36,0.1247,997
600,36,0.1200,960
604,36,0.1169,935
608,36,0.1147,917
612,36,0.1108,886
616,36,0.1068,854
620,36,0.1038,830
624,36,0.1017,813
628,36,0.1016,812
632,36,0.1146,916
636,36,0.1384,1107
0,40,0.4469,3575
4,40,0.4478,3582
8,40,0.4482,3585
12,40,0.4508,3606
16,40,0.4505,3603
20,40,0.4486,3588
24,40,0.4474,3578
28,40,0.4468,3574
32,40,0.4449,3559
36,40,0.4448,3558
40,40,0.4445,3556
44,40,0.4437,3549
48,40,0.4420,3536
52,40,0.4415,3532
56,40,0.4430,3544
60,40,0.4439,3551
64,40,0.4435,3548
68,40,0.4440,3552
72,40,0.4448,3558
76,40,0.4439,3551
80,40,0.4439,3551
84,40,0.4447,3557
88,40,0.4460,3567
92,40,0.4454,3562
96,40,0.4443,3554
100,40,0.4439,3551
104,40,0.4443,3554
108,40,0.4451,3560
112,40,0.4460,3568
116,40,0.4468,3574
120,40,0.4482,3585
124,40,0.4496,3597
128,40,0.4518,3614
132,40,0.4529,3623
136,40,0.4553,3642
140,40,0.4579,3663
144,40,0.4605,3684
148,40,0.4636,3708
152,40,0.4673,3738
156,40,0.4718,3774
160,40,0.4769,3815
164,40,0.4830,3863
168,40,0.4891,3912
172,40,0.4962,3969
176,40,0.5030,4023
180,40,0.5094,4075
184,40,0.5163,4130
188,40,0.5243,4194
192,40,0.5322,4257
196,40,0.5397,4317
200,40,0.5478,4382
204,40,0.5569,4455
208,40,0.5656,4525
212,40,0.5743,4594
216,40,0.5837,4669
220,40,0.5945,4756
224,40,0.6063,4850
228,40,0.6186,4948
232,40,0.6311,5048
236,40,0.6434,5147
240,40,0.6561,5249
244,40,0.6707,5365
248,40,0.6861,5489
252,40,0.7014,5610
256,40,0.7150,5720
260,40,0.7275,5820
264,40,0.7398,5918
268,40,0.7523,6018
272,40,0.7651,6121
276,40,0.7787,6229
280,40,0.7928,6342
284,40,0.8059,6447
288,40,0.8180,6543
292,40,0.8269,6615
296,40,0.8348,6678
300,40,0.8417,6733
304,40,0.8476,6780
308,40,0.8526,6820
312,40,0.8575,6860
316,40,0.8618,6894
320,40,0.8648,6918
324,40,0.8671,6936
328,40,0.8688,6950
332,40,0.8701,6960
336,40,0.8722,6977
340,40,0.8742,6993
344,40,0.8754,7003
348,40,0.8761,7008
352,40,0.8769,7015
356,40,0.8769,7015
360,40,0.8766,7012
364,40,0.8764,7011
368,40,0.8771,7017
372,40,0.8756,7005
376,40,0.8738,6990
380,40,0.8724,6979
384,40,0.8712,6969
388,40,0.8698,6958
392,40,0.8682,6945
396,40,0.8667,6933
400,40,0.8651,6920
404,40,0.8626,6900
408,40,0.8593,6874
412,40,0.8564,6851
416,40,0.8526,6821
420,40,0.8487,6789
424,40,0.8445,6755
428,40,0.8398,6718
432,40,0.8344,6675
436,40,0.8294,6635
440,40,0.8240,6592
444,40,0.8181,6545
448,40,0.8115,6491
452,40,0.8069,6455
456,40,0.8019,6415
460,40,0.7967,6373
464,40,0.7908,6326
468,40,0.7840,6272
472,40,0.7739,6190
476,40,0.7617,6093
480,40,0.7491,5992
484,40,0.7354,5883
488,40,0.7229,5783
492,40,0.7089,5671
496,40,0.6950,5560
500,40,0.6825,5460
504,40,0.6716,5372
508,40,0.6585,5268
512,40,0.6404,5123
516,40,0.6141,4913
520,40,0.5515,4412
524,40,0.4426,3541
528,40,0.3856,3084
532,40,0.3588,2870
536,40,0.3331,2664
540,40,0.2797,2237
544,40,0.2070,1655
548,40,0.1837,1469
552,40,0.1779,1422
556,40,0.1761,1409
560,40,0.1708,1366
564,40,0.1659,1327
568,40,0.1602,1281
572,40,0.1544,1235
576,40,0.1489,1190
580,40,0.1435,1147
584,40,0.1390,1112
588,40,0.1345,1075
592,40,0.1289,1031
596,40,0.1239,990
600,40,0.1194,954
604,40,0.1161,929
608,40,0.1130,903
612,40,0.1088,870
616,40,0.1049,839
620,40,0.1023,818
624,40,0.1003,802
628,40,0.0994,794
632,40,0.1124,898
636,40,0.1359,1087
0,44,0.4460,3567
4,44,0.4463,3570
8,44,0.4468,3574
12,44,0.4489,3591
16,44,0.4481,3584
20,44,0.4464,3570
24,44,0.4455,3564
28,44,0.4452,3561
32,44,0.4433,3546
36,44,0.4430,3543
40,44,0.4425,3540
44,44,0.4413,3530
48,44,0.4393,3514
52,44,0.4390,3512
56,44,0.4406,3524
60,44,0.4412,3529
64,44,0.4406,3524
68,44,0.4411,3528
72,44,0.4421,3536
76,44,0.4417,3533
80,44,0.4415,3531
84,44,0.4420,3535
88,44,0.4432,3545
92,44,0.4425,3540
96,44,0.4415,3532
100,44,0.4407,3525
104,44,0.4410,3528
108,44,0.4419,3535
112,44,0.4431,3544
116,44,0.4443,3554
120,44,0.4462,3569
124,44,0.4481,3584
128,44,0.4504,3603
132,44,0.4514,3611
136,44,0.4535,3628
140,44,0.4561,3648
144,44,0.4585,3668
148,44,0.4618,3694
152,44,0.4659,3726
156,44,0.4704,3763
160,44,0.4751,3800
164,44,0.4808,3846
168,44,0.4869,3895
172,44,0.4941,3953
176,44,0.5011,4008
180,44,0.5082,4065
184,44,0.5159,4127
188,44,0.5243,4194
192,44,0.5318,4254
196,44,0.5391,4312
200,44,0.5473,4378
204,44,0.5566,4452
208,44,0.5655,4523
212,44,0.5746,4596
216,44,0.5844,4675
220,44,0.5953,4762
224,44,0.6070,4855
228,44,0.6192,4953
232,44,0.6313,5050
236,44,0.6434,5146
240,44,0.6571,5256
244,44,0.6722,5377
248,44,0.6879,5503
252,44,0.7035,5628
256,44,0.7178,5742
260,44,0.7310,5847
264,44,0.7437,5949
268,44,0.7568,6054
272,44,0.7703,6162
276,44,0.7842,6273
280,44,0.7988,6390
284,44,0.8125,6500
288,44,0.8248,6598
292,44,0.8349,6678
296,44,0.8428,6742
300,44,0.8494,6795
304,44,0.8548,6838
308,44,0.8601,6880
312,44,0.8651,6921
316,44,0.8692,6953
320,44,0.8718,6974
324,44,0.8739,6991
328,44,0.8752,7001
332,44,0.8765,7011
336,44,0.8783,7026
340,44,0.8801,7041
344,44,0.8815,7051
348,44,0.8823,7058
352,44,0.8830,7063
356,44,0.8829,7063
360,44,0.8825,7060
364,44,0.8823,7058
368,44,0.8828,7062
372,44,0.8811,7048
376,44,0.8790,7031
380,44,0.8772,7017
384,44,0.8756,7005
388,44,0.8738,6990
392,44,0.8717,6973
396,44,0.8698,6958
400,44,0.8679,6943
404,44,0.8655,6923
408,44,0.8626,6900
412,44,0.8600,6879
416,44,0.8558,6846
420,44,0.8516,6812
424,44,0.8474,6779
428,44,0.8429,6743
432,44,0.8374,6699
436,44,0.8323,6658
440,44,0.8270,6615
444,44,0.8211,6568
448,44,0.8143,6514
452,44,0.8092,6473
456,44,0.8041,6432
460,44,0.7988,6390
464,44,0.7929,6343
468,44,0.7858,6286
472,44,0.7756,6204
476,44,0.7637,6109
480,44,0.7510,6008
484,44,0.7370,5896
488,44,0.7237,5789
492,44,0.7091,5673
496,44,0.6949,5559
500,44,0.6818,5454
504,44,0.6694,5355
508,44,0.6563,5250
512,44,0.6404,5123
516,44,0.6180,4944
520,44,0.5690,4551
524,44,0.4696,3756
528,44,0.4072,3257
532,44,0.3748,2998
536,44,0.3428,2742
540,44,0.2780,2224
544,44,0.2200,1760
548,44,0.1937,1549
552,44,0.1838,1470
556,44,0.1815,1451
560,44,0.1746,1397
564,44,0.1695,1355
568,44,0.1639,1311
572,44,0.1575,1259
576,44,0.1504,1203
580,44,0.1445,1156
584,44,0.1394,1115
588,44,0.1338,1070
592,44,0.1288,1030
596,44,0.1245,996
600,44,0.1200,959
604,44,0.1165,932
608,44,0.1134,906
612,44,0.1087,869
616,44,0.1043,834
620,44,0.1015,811
624,44,0.0993,794
628,44,0.0980,784
632,44,0.1111,888
636,44,0.1336,1068
0,48,0.4453,3562
4,48,0.4451,3560
8,48,0.4451,3560
12,48,0.4466,3572
16,48,0.4454,3563
20,48,0.4441,3552
24,48,0.4434,3546
28,48,0.4430,3543
32,48,0.4412,3529
36,48,0.4409,3526
40,48,0.4405,3524
44,48,0.4390,3512
48,48,0.4369,3495
52,48,0.4364,3491
56,48,0.4376,3500
60,48,0.4381,3505
64,48,0.4374,3499
68,48,0.4379,3502
72,48,0.4393,3514
76,48,0.4390,3511
80,48,0.4385,3507
84,48,0.4387,3509
88,48,0.4396,3517
92,48,0.4389,3511
96,48,0.4383,3506
100,48,0.4378,3502
104,48,0.4381,3504
108,48,0.4388,3510
112,48,0.4403,3522
116,48,0.4418,3534
120,48,0.4435,3548
124,48,0.4453,3562
128,48,0.4475,3579
132,48,0.4482,3585
136,48,0.4502,3601
140,48,0.4528,3622
144,48,0.4554,3643
148,48,0.4586,3669
152,48,0.4632,3705
156,48,0.4682,3745
160,48,0.4727,3781
164,48,0.4780,3824
168,48,0.4836,3869
172,48,0.4908,3926
176,48,0.4982,3985
180,48,0.5060,4048
184,48,0.5146,4116
188,48,0.5234,4187
192,48,0.5311,4248
196,48,0.5384,4307
200,48,0.5467,4373
204,48,0.5563,4450
208,48,0.5654,4523
212,48,0.5748,4598
216,48,0.5847,4677
220,48,0.5949,4758
224,48,0.6047,4837
228,48,0.6167,4933
232,48,0.6299,5039
236,48,0.6431,5144
240,48,0.6573,5258
244,48,0.6727,5381
248,48,0.6885,5507
252,48,0.7044,5635
256,48,0.7193,5754
260,48,0.7331,5865
264,48,0.7463,5970
268,48,0.7599,6079
272,48,0.7741,6193
276,48,0.7888,6310
280,48,0.8039,6431
284,48,0.8183,6546
288,48,0.8319,6655
292,48,0.8411,6728
296,48,0.8492,6793
300,48,0.8558,6846
304,48,0.8607,6885
308,48,0.8659,6927
312,48,0.8712,6969
316,48,0.8753,7002
320,48,0.8778,7022
324,48,0.8796,7036
328,48,0.8810,7048
332,48,0.8823,7058
336,48,0.8837,7069
340,48,0.8854,7082
344,48,0.8868,7094
348,48,0.8876,7100
352,48,0.8879,7103
356,48,0.8876,7100
360,48,0.8870,7095
364,48,0.8867,7093
368,48,0.8867,7093
372,48,0.8850,7080
376,48,0.8828,7062
380,48,0.8808,7046
384,48,0.8789,7030
388,48,0.8767,7013
392,48,0.8743,6994
396,48,0.8724,6979
400,48,0.8701,6960
404,48,0.8675,6940
408,48,0.8645,6915
412,48,0.8621,6896
416,48,0.8580,6864
420,48,0.8538,6830
424,48,0.8497,6797
428,48,0.8451,6760
432,48,0.8395,6716
436,48,0.8343,6674
440,48,0.8292,6633
444,48,0.8238,6590
448,48,0.8171,6537
452,48,0.8120,6495
456,48,0.8066,6453
460,48,0.8013,6410
464,48,0.7951,6360
468,48,0.7875,6299
472,48,0.7770,6216
476,48,0.7651,6120
480,48,0.7526,6021
484,48,0.7388,5910
488,48,0.7251,5800
492,48,0.7099,5678
496,48,0.6953,5562
500,48,0.6820,5455
504,48,0.6685,5347
508,48,0.6543,5234
512,48,0.6399,5119
516,48,0.6209,4967
520,48,0.5842,4673
524,48,0.5019,4015
528,48,0.4309,3447
532,48,0.3895,3115
536,48,0.3454,2762
540,48,0.2789,2231
544,48,0.2269,1815
548,48,0.1999,1599
552,48,0.1909,1527
556,48,0.1869,1495
560,48,0.1795,1436
564,48,0.1728,1382
568,48,0.1668,1334
572,48,0.1605,1284
576,48,0.1534,1226
580,48,0.1462,1169
584,48,0.1403,1122
588,48,0.1339,1071
592,48,0.1299,1039
596,48,0.1262,1009
600,48,0.1212,969
604,48,0.1162,929
608,48,0.1133,906
612,48,0.1086,868
616,48,0.1043,834
620,48,0.1018,814
624,48,0.0996,796
628,48,0.0985,787
632,48,0.1112,889
636,48,0.1329,1063
0,52,0.4438,3550
4,52,0.4439,3550
8,52,0.4426,3541
12,52,0.4435,3548
16,52,0.4420,3535
20,52,0.4409,3527
24,52,0.4410,3527
28,52,0.4399,3518
32,52,0.4378,3502
36,52,0.4364,3491
40,52,0.4362,3489
44,52,0.4348,3478
48,52,0.4330,3463
52,52,0.4324,3458
56,52,0.4333,3466
60,52,0.4338,3470
64,52,0.4333,3466
68,52,0.4338,3470
72,52,0.4354,3483
76,52,0.4350,3480
80,52,0.4345,3475
84,52,0.4347,3477
88,52,0.4354,3483
92,52,0.4345,3476
96,52,0.4341,3472
100,52,0.4342,3473
104,52,0.4344,3475
108,52,0.4346,3476
112,52,0.4361,3488
116,52,0.4373,3498
120,52,0.4387,3509
124,52,0.4404,3523
128,52,0.4430,3543
132,52,0.4439,3551
136,52,0.4458,3566
140,52,0.4486,3589
144,52,0.4515,3612
148,52,0.4549,3639
152,52,0.4594,3675
156,52,0.4644,3715
160,52,0.4693,3754
164,52,0.4746,3796
168,52,0.4801,3840
172,52,0.4867,3893
176,52,0.4945,3956
180,52,0.5033,4026
184,52,0.5126,4101
188,52,0.5217,4173
192,52,0.5295,4235
196,52,0.5367,4293
200,52,0.5451,4360
204,52,0.5547,4437
208,52,0.5641,4512
212,52,0.5742,4593
216,52,0.5840,4672
220,52,0.5936,4748
224,52,0.6040,4831
228,52,0.6162,4929
232,52,0.6297,5037
236,52,0.6431,5144
240,52,0.6575,5259
244,52,0.6730,5383
248,52,0.6889,5511
252,52,0.7053,5642
256,52,0.7207,5765
260,52,0.7352,5881
264,52,0.7489,5991
268,52,0.7632,6105
272,52,0.7784,6226
276,52,0.7941,6352
280,52,0.8095,6476
284,52,0.8245,6595
288,52,0.8374,6698
292,52,0.8465,6772
296,52,0.8551,6840
300,52,0.8619,6895
304,52,0.8667,6933
308,52,0.8718,6974
312,52,0.8767,7013
316,52,0.8808,7046
320,52,0.8834,7067
324,52,0.8857,7085
328,52,0.8877,7101
332,52,0.8892,7113
336,52,0.8904,7123
340,52,0.8920,7135
344,52,0.8934,7147
348,52,0.8941,7152
352,52,0.8937,7149
356,52,0.8930,7144
360,52,0.8918,7134
364,52,0.8908,7126
368,52,0.8902,7121
372,52,0.8886,7108
376,52,0.8865,7091
380,52,0.8844,7075
384,52,0.8824,7058
388,52,0.8804,7043
392,52,0.8777,7021
396,52,0.8755,7004
400,52,0.8729,6983
404,52,0.8700,6959
408,52,0.8665,6931
412,52,0.8639,6911
416,52,0.8600,6880
420,52,0.8558,6846
424,52,0.8516,6812
428,52,0.8473,6778
432,52,0.8418,6734
436,52,0.8366,6693
440,52,0.8315,6651
444,52,0.8263,6610
448,52,0.8200,6559
452,52,0.8152,6521
456,52,0.8102,6481
460,52,0.8046,6437
464,52,0.7980,6384
468,52,0.7902,6321
472,52,0.7795,6235
476,52,0.7674,6138
480,52,0.7548,6038
484,52,0.7408,5926
488,52,0.7270,5815
492,52,0.7114,5690
496,52,0.6967,5573
500,52,0.6832,5465
504,52,0.6697,5357
508,52,0.6546,5236
512,52,0.6410,5127
516,52,0.6242,4993
520,52,0.5946,4756
524,52,0.5394,4314
528,52,0.4639,3711
532,52,0.4105,3283
536,52,0.3591,2872
540,52,0.2948,2358
544,52,0.2380,1904
548,52,0.2075,1659
552,52,0.1966,1573
556,52,0.1914,1531
560,52,0.1841,1472
564,52,0.1766,1412
568,52,0.1697,1357
572,52,0.1630,1304
576,52,0.1559,1247
580,52,0.1480,1184
584,52,0.1415,1131
588,52,0.1341,1072
592,52,0.1305,1043
596,52,0.1272,1017
600,52,0.1216,973
604,52,0.1159,927
608,52,0.1114,891
612,52,0.1059,846
616,52,0.1020,815
620,52,0.1000,800
624,52,0.0976,781
628,52,0.0966,772
632,52,0.1085,867
636,52,0.1286,1028
0,56,0.4405,3523
4,56,0.4405,3523
8,56,0.4387,3509
12,56,0.4391,3512
16,56,0.4380,3503
20,56,0.4378,3502
24,56,0.4372,3497
28,56,0.4359,3487
32,56,0.4345,3476
36,56,0.4334,3467
40,56,0.4325,3459
44,56,0.4311,3449
48,56,0.4296,3437
52,56,0.4288,3430
56,56,0.4297,3437
60,56,0.4303,3442
64,56,0.4300,3439
68,56,0.4304,3443
72,56,0.4326,3460
76,56,0.4320,3456
80,56,0.4311,3448
84,56,0.4310,3448
88,56,0.4317,3453
92,56,0.4304,3443
96,56,0.4301,3440
100,56,0.4304,3443
104,56,0.4307,3445
108,56,0.4306,3444
112,56,0.4321,3456
116,56,0.4332,3465
120,56,0.4344,3474
124,56,0.4359,3487
128,56,0.4384,3506
132,56,0.4394,3514
136,56,0.4414,3531
140,56,0.4442,3553
144,56,0.4472,3577
148,56,0.4511,3608
152,56,0.4562,3649
156,56,0.4613,3690
160,56,0.4662,3729
164,56,0.4713,3770
168,56,0.4766,3813
172,56,0.4828,3862
176,56,0.4901,3921
180,56,0.4987,3989
184,56,0.5089,4071
188,56,0.5181,4144
192,56,0.5261,4208
196,56,0.5336,4268
200,56,0.5423,4338
204,56,0.5525,4419
208,56,0.5626,4500
212,56,0.5731,4584
216,56,0.5833,4666
220,56,0.5932,4745
224,56,0.6037,4829
228,56,0.6163,4930
232,56,0.6303,5042
236,56,0.6441,5152
240,56,0.6586,5268
244,56,0.6740,5392
